# branding/images.tsv: every wallpaper in the upstream tree, reviewed by a person (design spec 4.13).
# path<TAB>sha256<TAB>verdict; verdict is keep, regenerate (a flat wordmark: rendered anew in the
# theme's colours), delete, or review (not looked at yet: the build refuses it). Rewrite the rows
# with branding/inventory-images after a bump; branding/contact-sheet renders the images.
themes/catppuccin-latte/backgrounds/1-color-fade.png	7f0ea4054c817e6535cfd1a01133bc9e414cc11459bb9ced2ce37aa03b0dcab7	review
themes/catppuccin-latte/backgrounds/omarchy.png	3ed1059999659dafd67fce62163564e950fcb42e92588eeab7dce45b5265562d	regenerate
themes/catppuccin/backgrounds/1-totoro.png	3bcfab14e8e7b041307cb77d700c6959160fe7f6d5de631b15bd02de0cf8d9ff	review
themes/catppuccin/backgrounds/2-waves.png	563190df9589beb2d5117d40db02c649232ab6bc3c3f2eb6d97a9fb3585a0cfd	review
themes/catppuccin/backgrounds/3-blue-eye.png	a95044dde4dee46b50816f130387530dcf23b3bd425eaa929dd321ce63f5f07c	review
themes/catppuccin/backgrounds/omarchy.png	24bda779062666ec962937d3e256103839a14c7e1d66f12af04f68bec4a6bdaf	regenerate
themes/ethereal/backgrounds/1-cosmic.jpg	0db02097c8ddd3a8c029d18b18e4594ad28928b2fa64ebde7934997ad77f9bd0	review
themes/ethereal/backgrounds/2-meadow.jpg	16a74c7d60dc878c629f5565efc9b890b859c3c1e23966d915a678c7a5287a73	review
themes/ethereal/backgrounds/omarchy.png	545a9633256fbd49bff4cad1ccf82288bdb0ae825bbe066bf2fdc2f0ddec04bc	regenerate
themes/everforest/backgrounds/1-tree-tops.jpg	0f00a5e2d0f78d5e75c7a2f48101f6dee69179c6d94e9f4ebc6fb7c0f39462bf	review
themes/everforest/backgrounds/omarchy.png	35e5d8076efc1435defd256d4c39fb1192e9ff3862c6b2456b0c6d2b8a1aeb83	regenerate
themes/flexoki-light/backgrounds/1-orb.png	5fec32ec9b7270c4afe5f36ac2885a8f37bff1a5a8ae4edb3b01b7d262628456	review
themes/flexoki-light/backgrounds/2-omarchy.png	647ebe0d07288455a856fcdb9fa8abb6cf20048941725aa25cb480dea6c7bad8	regenerate
themes/gruvbox/backgrounds/1-the-backwater.jpg	13cfc6ae370af984c08a820ff81b56a0febb0fbfe9712a6db128b94d14ecaac6	review
themes/gruvbox/backgrounds/2-flower-basket.jpg	e6188fc509b3336f1f22e097328c29bde604e76c965092de69a5861fa3587598	review
themes/gruvbox/backgrounds/3-village-square.jpg	9ac4d52dbef06876a838e9cf9f97813dd86e99d2b977d9d11c5f389be6451cdc	review
